24.01	1.497622329
24.02	1.487233058
24.03	1.474756745
24.04	1.585352745
24.05	1.572340213
24.06	1.470713919
24.07	1.437591211
24.08	1.544229828
24.09	1.419464603
24.1	1.490324911
24.11	1.439527326
24.12	1.484515406
24.13	1.599176671
24.14	1.511056494
24.15	1.475245398
24.16	1.598153683
24.17	1.517695621
24.18	1.459055526
24.19	1.49496846
24.2	1.483649565
24.21	1.446993154
24.22	1.562691757
24.23	1.509109848
24.24	1.557968044
24.25	1.517670315
24.26	1.445249847
24.27	1.553860216
24.28	1.568335739
24.29	1.458449828
24.3	1.605933541
24.31	1.564695847
24.32	1.482781437
24.33	1.547293574
24.34	1.602778251
24.35	1.533737416
24.36	1.564432475
24.37	1.456293423
24.38	1.563233718
24.39	1.508777122
24.4	1.456763307
24.41	1.460586581
24.42	1.518351189
24.43	1.568109585
24.44	1.45747655
24.45	1.448053239
24.46	1.470465834
24.47	1.558951178
24.48	1.53213061
24.49	1.558844103
24.5	1.53251961
24.51	1.507484372
24.52	1.544244925
24.53	1.578849631
24.54	1.580139896
24.55	1.465626977
24.56	1.446998304
24.57	1.554900842
24.58	1.472847422
24.59	1.601022416
24.6	1.638145249
24.61	1.561596366
24.62	1.604529479
24.63	1.581357461
24.64	1.529244071
24.65	1.459501587
24.66	1.497570582
24.67	1.523167823
24.68	1.5360047
24.69	1.48538833
24.7	1.576065923
24.71	1.594362733
24.72	1.508854138
24.73	1.565892028
24.74	1.601716815
24.75	1.508916309
24.76	1.62200621
24.77	1.486087355
24.78	1.497893182
24.79	1.518419574
24.8	1.505488729
24.81	1.576778218
24.82	1.539219602
24.83	1.491567252
24.84	1.598514276
24.85	1.457142454
24.86	1.620937078
24.87	1.517181812
24.88	1.502432608
24.89	1.61255782
24.9	1.486999877
24.91	1.634645172
24.92	1.509124741
24.93	1.4872373
24.94	1.62500876
24.95	1.549940319
24.96	1.47465911
24.97	1.623381434
24.98	1.59948142
24.99	1.511943211
25	1.457267015
25.01	1.525795875
25.02	1.539799405
25.03	1.49712283
25.04	1.631927763
25.05	1.498444893
25.06	1.651843165
25.07	1.61660225
25.08	1.522534984
25.09	1.533997302
25.1	1.58117701
25.11	1.53053406
25.12	1.574473104
25.13	1.657977356
25.14	1.513951482
25.15	1.471079023
25.16	1.513671639
25.17	1.567764502
25.18	1.506507371
25.19	1.557912012
25.2	1.515716998
25.21	1.544111612
25.22	1.572395153
25.23	1.533867357
25.24	1.597194232
25.25	1.531986442
25.26	1.596324744
25.27	1.532277119
25.28	1.483849353
25.29	1.558387332
25.3	1.518194257
25.31	1.593191225
25.32	1.66722806
25.33	1.604324564
25.34	1.585257893
25.35	1.531727594
25.36	1.647988556
25.37	1.645980964
25.38	1.504377445
25.39	1.574028996
25.4	1.607640699
25.41	1.519542879
25.42	1.659477336
25.43	1.537901932
25.44	1.620083518
25.45	1.646007094
25.46	1.543541634
25.47	1.606550188
25.48	1.591327158
25.49	1.537855552
25.5	1.64057714
25.51	1.494432587
25.52	1.665575561
25.53	1.665535165
25.54	1.586605458
25.55	1.615021827
25.56	1.60892673
25.57	1.568632503
25.58	1.543554234
25.59	1.653099459
25.6	1.579687468
25.61	1.544363859
25.62	1.660453938
25.63	1.586423968
25.64	1.5647038
25.65	1.513843277
25.66	1.501033375
25.67	1.605017228
25.68	1.661638751
25.69	1.499567119
25.7	1.561647802
25.71	1.551692171
25.72	1.627404835
25.73	1.530142337
25.74	1.639344097
25.75	1.593319536
25.76	1.671007323
25.77	1.635526179
25.78	1.503941451
25.79	1.559414628
25.8	1.697106301
25.81	1.681045837
25.82	1.552838371
25.83	1.569960896
25.84	1.548236749
25.85	1.630492074
25.86	1.695744701
25.87	1.596645076
25.88	1.62923918
25.89	1.638356624
25.9	1.675230947
25.91	1.621985148
25.92	1.519827455
25.93	1.555480677
25.94	1.579193727
25.95	1.524414938
25.96	1.657308058
25.97	1.591979038
25.98	1.607137742
25.99	1.579477829
26	1.499317259
26.01	1.65347432
26.02	1.536567494
26.03	1.683538668
26.04	1.628052687
26.05	1.675170295
26.06	1.58082309
26.07	1.68733361
26.08	1.60964377
26.09	1.676514928
26.1	1.580056
26.11	1.594853786
26.12	1.701244287
26.13	1.606393861
26.14	1.655286787
26.15	1.598690633
26.16	1.587136601
26.17	1.598523727
26.18	1.581948286
26.19	1.598502706
26.2	1.628645629
26.21	1.640747674
26.22	1.639827907
26.23	1.581302307
26.24	1.541536305
26.25	1.594337572
26.26	1.638346545
26.27	1.689072037
26.28	1.632416426
26.29	1.621547739
26.3	1.551533132
26.31	1.616030024
26.32	1.61529972
26.33	1.541073327
26.34	1.618093559
26.35	1.697125675
26.36	1.589907914
26.37	1.58098482
26.38	1.610552146
26.39	1.548593415
26.4	1.608201587
26.41	1.64274841
26.42	1.671203758
26.43	1.720241509
26.44	1.697732286
26.45	1.585206448
26.46	1.563454773
26.47	1.583058976
26.48	1.670888192
26.49	1.616530201
26.5	1.62176573
26.51	1.628463689
26.52	1.624413739
26.53	1.55690719
26.54	1.574330656
26.55	1.610530691
26.56	1.624515936
26.57	1.67452758
26.58	1.620235727
26.59	1.737050482
26.6	1.642638621
26.61	1.662500032
26.62	1.67323057
26.63	1.621383687
